emp_no,first_name,last_name,salary,title
269987,Falguni,Crouzet,54653,Senior Staff
269988,Giao,Shimshoni,57698,Senior Engineer
269993,Taizo,Comte,80883,Staff
270000,Anwar,Eterovic,40000,Engineer
270004,Annemarie,Keirsey,59375,Staff
270006,Selwyn,Bolsens,64771,Engineer
270008,Tetsushi,England,46368,Senior Engineer
270020,Mahmut,Vendrig,42223,Engineer
270026,Moss,Ghalwash,57683,Staff
270027,Theirry,Binkley,40822,Senior Engineer
270033,Muneo,Sluis,54685,Senior Engineer
270039,Minghong,Ecklund,80406,Senior Staff
270040,Eric,Schueller,56124,Engineer
270044,Maren,Falck,44539,Senior Engineer
270052,Sanjay,Serna,49519,Technique Leader
270058,Oscal,Rodite,40000,Senior Engineer
270065,Domenico,Siksek,71699,Senior Engineer
270076,Gadiel,Rohrbach,48388,Staff
270087,Kinh,Ranum,50026,Senior Engineer
270095,JoAnne,Matzov,40000,Engineer
270099,Krister,Rosaz,69919,Staff
270103,Edwin,Melski,53869,Senior Engineer
270106,Jeane,Vanwelkenhuysen,40000,Senior Engineer
270109,Mara,Fujisaki,40000,Senior Staff
270120,Oguz,Gluchowski,45336,Engineer
270121,Kaijung,Ritcey,40000,Senior Staff
270125,Shih,Hettesheimer,60052,Technique Leader
270130,Kayoko,Ashish,74776,Staff
270142,Xuejun,DuBourdieux,48005,Staff
270146,Bernt,Cappelli,70315,Senior Engineer
270149,Zhanqiu,Busillo,40000,Staff
270150,Atreyi,Bellone,58047,Senior Engineer
270151,Christoph,Chiodo,73326,Senior Staff
270154,Perry,Lortz,46480,Senior Engineer
270173,Younwoo,Keohane,52034,Engineer
270179,Yakichi,Chepyzhov,61900,Staff
270180,Magdalena,Chiodo,42315,Engineer
270184,Udo,Azumi,41786,Senior Staff
270189,Kitty,Cronau,86721,Staff
270216,Spyrose,Underwood,61277,Senior Engineer
270235,Zeydy,Sundgren,40000,Staff
270247,Mats,Szmurlo,45761,Senior Staff
270259,Christoper,Onuegbe,57329,Technique Leader
270290,Younwoo,Asser,40000,Staff
270296,Jasminko,Barvinok,66118,Senior Staff
270299,Genta,Akazan,40000,Senior Staff
270303,Shaibal,Biros,40057,Senior Engineer
270304,Amabile,Ramsak,40000,Engineer
270313,Vidya,Swift,46605,Staff
270318,True,Macedo,40000,Staff
270320,Tetsushi,Azulay,41047,Senior Engineer
270322,Dannz,Zastre,47491,Senior Engineer
270339,Sashi,Hanratty,40113,Senior Engineer
270348,Nitsan,Rubsam,40000,Staff
270349,Kellyn,Herath,46976,Senior Engineer
270364,Anoosh,Pellegrinelli,40000,Engineer
270371,Moon,Capobianchi,80759,Staff
270383,Marsha,Boguraev,74367,Staff
270394,Suvo,Improta,40000,Engineer
270404,Gaurav,Minakawa,49472,Staff
270409,Yuchang,Merlo,43933,Senior Engineer
270431,Cullen,Setia,40000,Assistant Engineer
270438,King,Whitcomb,62675,Senior Staff
270448,Becky,Snedden,41906,Engineer
270453,Sadok,Perri,59525,Staff
270482,Muneo,Businaro,41352,Senior Engineer
270486,Randy,Schwabacher,54507,Staff
270488,Augustine,Genther,70648,Engineer
270492,Achilleas,Leonhardt,52428,Engineer
270496,Kolar,Peak,75637,Senior Staff
270500,Alexius,Heering,65110,Engineer
270510,Claude,Bazelow,60600,Senior Engineer
270521,Heekeun,Demos,50951,Engineer
270527,Hinrich,Strandh,60968,Senior Staff
270532,Geoffry,Riexinger,40000,Senior Engineer
270552,Venkatesan,Greibach,60204,Senior Staff
270564,Abdelaziz,Pearson,40000,Senior Staff
270585,Anneke,Glinert,50395,Senior Engineer
270596,Uriel,Gien,70361,Staff
270599,Zeljko,Munck,80813,Senior Engineer
270625,Rajmohan,Azevdeo,48582,Senior Engineer
270630,Masaru,Lortz,40000,Senior Staff
270634,Akeel,Vakili,57610,Senior Engineer
270649,Slavian,Baik,40268,Engineer
270651,Amstein,Passino,40000,Engineer
270658,Ewing,Beidas,40000,Senior Engineer
270662,Hausi,Copas,46183,Engineer
270669,Leen,Farrel,40000,Staff
270679,JoAnne,Cannata,44184,Technique Leader
270695,Marit,Dahlbom,56057,Staff
270698,Hongzhu,Lieblein,40000,Senior Engineer
270702,Hailing,Birrer,40000,Senior Staff
270704,Rosella,Leivant,49173,Senior Engineer
270718,Berhard,Birta,41335,Senior Engineer
270721,Margo,Luby,67371,Staff
270732,Ghassan,Itzigehl,40000,Staff
270735,Yucai,Beausoleil,59308,Staff
270737,Xinyu,Marsiglia,52274,Senior Engineer
270765,Stafford,Flanders,54482,Staff
270768,Tuval,Smeets,49268,Senior Engineer
270770,Petter,Cronin,61187,Senior Staff
270773,Matt,Himler,44359,Engineer
270783,Aamod,Vilarrasa,62493,Staff
270784,Piyush,Docker,53925,Senior Staff
270785,Yurii,Zaiane,81012,Staff
270787,Utpal,Wolniewicz,42531,Engineer
270795,Domenico,Diderrich,101061,Senior Staff
270810,Gonzalo,Braccini,56560,Staff
270820,Nahid,Pettis,40000,Senior Engineer
270822,Kwun,Rodier,40515,Senior Staff
270838,Yurij,Jiang,78228,Senior Staff
270842,Masasuke,Birke,69348,Staff
270849,Tamiya,Matzel,73867,Senior Staff
270856,Claudi,Anido,76666,Senior Staff
270863,Sibyl,Huttel,40000,Engineer
270874,Vitaly,Terlouw,40000,Engineer
270875,Tadahiro,Magalhaes,44123,Technique Leader
270877,Sariel,Iwayama,60867,Senior Staff
270885,Yuuichi,Veldwijk,40000,Staff
270888,Dannz,Rodham,70849,Staff
270890,Basant,Ohori,40000,Senior Engineer
270898,Arno,Tanemo,77427,Staff
270913,Wojceich,Zallocco,50347,Assistant Engineer
270915,Constantino,Taubenfeld,64065,Senior Engineer
270919,JiYoung,Zweizig,40000,Staff
270921,Adam,Wilfing,53574,Engineer
270922,Aram,Rouquie,82096,Senior Engineer
270951,Mario,Hasham,40000,Engineer
270957,Foong,Oskamp,58786,Engineer
270959,Odysseas,Danley,40000,Engineer
270966,Hongzue,Heering,54562,Staff
270970,Jaroslava,Picaronny,45000,Engineer
270973,Malu,Kalloufi,59700,Engineer
270983,Shen,Einsfeld,40000,Staff
270988,Basant,Binding,43818,Senior Engineer
270993,Irena,Heusch,40000,Staff
271008,Masaru,Plotkin,62599,Senior Engineer
271013,Ipke,Bage,45483,Senior Engineer
271016,Mihalis,Morton,75795,Staff
271033,Anyuan,Sidou,59402,Senior Staff
271039,Cedric,Colorni,58248,Senior Engineer
271040,Chirstian,Sidou,43832,Senior Staff
271048,Kristin,Cangellaris,46283,Engineer
271050,Takushi,Koblick,82397,Senior Staff
271053,Bernd,Baby,42709,Senior Engineer
271063,Ramzi,Morrow,65229,Engineer
271068,Nahla,Angel,43819,Senior Staff
271070,Yannis,Kornatzky,41122,Senior Engineer
271077,Kannan,Stille,57045,Senior Engineer
271103,Berry,Shigei,40000,Senior Staff
271109,Vincent,Bednarek,63129,Engineer
271124,Shooichi,Jarecki,40000,Senior Staff
271135,Chinho,Brattka,40000,Staff
271143,Mizuhito,Farris,40000,Engineer
271145,Stella,Shackel,70166,Senior Staff
271148,Adel,Czaja,40000,Assistant Engineer
271172,Chandrasekaran,Heijenga,46158,Engineer
271175,Jeanna,Viele,40000,Senior Engineer
271179,Jaewoo,Murrill,90327,Senior Staff
271186,Frederique,Engberts,40000,Senior Engineer
271188,Chanjung,Stiles,40000,Technique Leader
271189,Eirik,Plump,40000,Staff
271190,Pradeep,Genther,92764,Staff
271199,Tzvetan,Karner,40555,Staff
271201,Franziska,Lagarias,56244,Senior Engineer
271203,Karoline,Poupard,73409,Engineer
271206,Zongyan,Makrucki,63176,Senior Staff
271210,Lokesh,VanScheik,40000,Assistant Engineer
271231,Munehiro,Terlouw,52677,Engineer
271232,Ingmar,Demian,40000,Senior Engineer
271234,Naftali,Gluchowski,40000,Senior Staff
271255,Shahid,Kusakabe,64225,Engineer
271271,Yurii,Seghrouchni,64955,Staff
271272,Willard,Matheson,40000,Engineer
271282,Kamran,Siochi,75636,Staff
271284,Jackson,Barvinok,49990,Senior Engineer
271300,Gilbert,Curless,70448,Staff
271305,Lena,Zolotykh,42121,Assistant Engineer
271307,Shaowei,Pietrzykowski,53061,Senior Staff
271311,Christ,Gargeya,72308,Staff
271319,Hideo,Rosin,95814,Senior Staff
271330,Phillip,Werthner,42913,Staff
271344,Eckart,Rodiger,40000,Staff
271347,Ramachenga,Driscoll,40000,Senior Staff
271368,Narain,Tramer,44990,Senior Engineer
271369,Zhenbing,Peak,58861,Senior Engineer
271372,Bartek,Setia,40000,Senior Engineer
271380,LiMin,Dahlbom,73508,Senior Engineer
271383,Nishit,Syang,40000,Senior Engineer
271384,Kwangho,Peron,40000,Staff
271385,Abdelwaheb,Sgarro,80387,Staff
271403,Baocai,Kuzuoka,94810,Senior Staff
271421,Nectarios,Litvinov,40000,Senior Engineer
271429,Mostafa,Gustavson,55365,Senior Staff
271436,Fei,Cummings,40000,Engineer
271451,Bluma,Leijenhorst,86718,Senior Staff
271452,Hitomi,Bergere,65650,Engineer
271453,Shalesh,Gadepally,52819,Staff
271459,Kenroku,Plump,40000,Engineer
271477,Naftali,Whittlesey,40530,Senior Engineer
271480,Arumugam,Cooley,45121,Senior Staff
271491,Fen,Snedden,59543,Staff
271493,Ulises,Jullig,40000,Engineer
271495,Lena,Falco,40000,Engineer
271497,Salvador,Bojadziev,40000,Senior Engineer
271504,Olivera,Clemencon,52688,Senior Staff
271532,Bilhanan,Heering,62951,Senior Staff
271536,Luisa,Henders,40000,Senior Engineer
271537,Gio,Tiemann,40000,Senior Engineer
271539,Yakkov,Rosca,58787,Staff
271541,Vidya,Cronau,82058,Staff
271545,Temple,Negoita,79212,Senior Staff
271549,Bartek,Schauser,51148,Senior Staff
271550,Mats,Menhardt,75106,Senior Staff
271551,Golgen,Hiraishi,40000,Engineer
271560,Mohan,Papastamatiou,63670,Senior Staff
271565,Sugwoo,Juneja,62945,Senior Engineer
271572,Xiong,Jahnichen,45194,Engineer
271575,Karoline,Tsunoo,40000,Engineer
271576,Kirk,Marquardt,62563,Senior Staff
271579,Mechthild,Luan,55010,Engineer
271580,Khun,Delgrossi,40000,Senior Staff
271594,Marjo,Jonsson,42787,Technique Leader
271602,Troy,Baak,40000,Technique Leader
271603,Szabolcs,Carrere,40000,Staff
271604,Phillip,Bael,40000,Senior Engineer
271605,Demin,Yemenis,62354,Technique Leader
271607,Augustine,Pezzoli,50681,Senior Engineer
271611,Vitaly,Raczkowsky,66059,Senior Engineer
271630,Fai,Peac,66718,Senior Staff
271631,Ravishankar,Litecky,70605,Technique Leader
271638,Jungsoon,Plavsic,40000,Senior Engineer
271644,Pranav,Peroz,40000,Engineer
271645,Roddy,Besselaar,40000,Senior Engineer
271648,Jungsoon,Unno,40000,Senior Engineer
271674,Arif,Slobodova,48335,Staff
271676,Ottavia,Herath,77009,Senior Staff
271679,Shaz,Ladret,63737,Senior Staff
271699,Macha,Kadhim,56570,Staff
271703,Debatosh,Flowers,99281,Senior Staff
271704,Vivian,Gente,40000,Staff
271710,Leszek,Ossenbruggen,40000,Senior Staff
271720,Martijn,Cronan,40000,Engineer
271725,Gina,Flasterstein,40000,Engineer
271726,Akeno,Narwekar,40000,Staff
271727,Dmitri,Nourani,40000,Staff
271752,Yuguang,Lipner,46638,Staff
271754,Kenroku,Gente,40000,Senior Staff
271760,Tzu,Yavatkar,56146,Senior Staff
271763,Alois,Furedi,40000,Senior Staff
271769,Richara,Daescu,44942,Senior Engineer
271776,Vasilii,Makrucki,40000,Senior Staff
271781,Khalil,Dalton,56985,Senior Engineer
271793,Kenroku,Brendel,40000,Senior Staff
271801,IEEE,Bernardeschi,43892,Senior Engineer
271803,Tru,Dichev,68302,Senior Staff
271816,Chandrasekaran,Przulj,40000,Engineer
271828,Kamakshi,Braunmuhl,64785,Senior Staff
271837,Narain,Szmurlo,48301,Staff
271847,Valdiodio,Takanami,79780,Staff
271867,Chenye,Aloia,75299,Staff
271873,Piyush,Jiafu,43151,Staff
271888,Dekang,Gide,40000,Senior Engineer
271891,Karlis,Ouhyoung,43535,Senior Engineer
271915,Zhenbing,Anandan,40287,Engineer
271918,Giri,Cronau,40000,Staff
271922,Val,Kalefeld,44967,Staff
271933,Arnould,Ducloy,58049,Staff
271942,Uta,Borstler,49633,Engineer
271962,Stamatina,Ranft,40000,Staff
271969,Ranan,Heystek,45338,Engineer
271973,Mototsugu,Iwayama,40000,Senior Engineer
271976,Mary,Kuhnemann,66603,Staff
271980,Shigenori,Angel,96207,Staff
271991,Kwangjo,Michaels,54170,Engineer
271997,Werner,Koshiba,93683,Staff
272007,Sachin,Delaune,47771,Senior Engineer
272009,Deborah,Woycyznski,44502,Engineer
272021,Baoqiu,Asrin,49057,Senior Staff
272028,Laurentiu,Curless,43152,Senior Engineer
272032,Ronghao,Zschoche,40000,Senior Staff
272085,Arie,Swen,50027,Senior Staff
272089,Reuven,Makrucki,40000,Senior Engineer
272093,Boalin,Alpin,76739,Senior Engineer
272094,Uli,Mamelak,71222,Senior Staff
272096,Geoffrey,Veevers,40000,Senior Staff
272098,Arno,Bashian,49358,Engineer
272100,Berthier,Murtagh,41707,Engineer
272104,Paris,Koshino,57313,Assistant Engineer
272109,Kellyn,Famili,54351,Senior Staff
272118,Shigehiro,Ertl,68303,Senior Engineer
272119,Akhilish,Businaro,40000,Engineer
272123,Sibyl,Warwick,40000,Senior Staff
272125,Ranan,Demir,49018,Senior Engineer
272146,Tommaso,Tramer,54150,Senior Engineer
272162,Kwangyoen,Ouhyoung,40000,Staff
272163,Ronghao,Ashish,40000,Staff
272188,Vasilii,Luck,116019,Staff
272197,Wilmer,Meriste,40000,Staff
272203,Somnath,Pardalos,40000,Staff
272214,Yurij,Alpin,40000,Senior Engineer
272225,Martijn,Millington,63730,Staff
272228,Miquel,Stanger,40000,Engineer
272230,Kwangsub,Peternell,40000,Senior Engineer
272239,Weiwu,Falster,62475,Technique Leader
272241,Zorica,Litzkow,53734,Senior Engineer
272251,Larisa,Grospietsch,51881,Engineer
272252,Gay,Murillo,58696,Engineer
272254,Danel,Lambe,52545,Staff
272259,Yongqiao,Lorcy,40000,Senior Staff
272269,Jaewoo,Zhang,40487,Engineer
272272,Ziva,Fontet,40000,Staff
272281,Abdelkader,Fairtlough,40000,Assistant Engineer
272296,Duro,Bennet,40000,Assistant Engineer
272309,Tadahiro,Waeselynck,40000,Engineer
272317,Zhiguo,Luga,67959,Senior Staff
272322,Shrikanth,DuCasse,40000,Engineer
272324,Toshiko,Feinberg,96619,Senior Staff
272344,Mamdouh,Vesna,69920,Staff
272349,Slavian,Standera,40000,Engineer
272353,Kauko,Rajala,42766,Engineer
272355,Ger,Setia,40000,Senior Staff
272372,Bernice,Tsunoo,74479,Engineer
272378,Kamakshi,Ranta,40000,Engineer
272395,Chenyi,Kamble,61237,Engineer
272400,Nishit,Andreotta,65139,Senior Staff
272406,Ger,Zucker,40000,Senior Staff
272409,Tomoyuki,Sudbeck,45272,Senior Staff
272418,Golgen,Versino,64812,Senior Staff
272419,Masanao,Kuhnemann,61273,Senior Staff
272434,Shugo,Ishibashi,52075,Engineer
272438,Tonia,Litecky,72757,Staff
272439,Luigi,Radwan,50170,Technique Leader
272446,Yonghong,Molenkamp,40000,Staff
272448,Constantine,Pearson,40000,Senior Engineer
272462,Flemming,Pagter,44238,Staff
272463,Constantijn,Ranka,75975,Staff
272486,Anneke,Gide,59197,Engineer
272487,Roddy,Stanfel,45764,Staff
272498,Mansur,Keohane,52836,Senior Engineer
272502,Uwe,Wiegley,56625,Senior Engineer
272516,Mansur,Socorro,40000,Senior Engineer
272520,Shigehito,Gomatam,40000,Technique Leader
272536,Tommaso,Rajala,61030,Senior Staff
272538,Masoud,Hiroyama,87279,Staff
272541,Arie,Bade,55393,Staff
272543,Feiyu,Karunanithi,40000,Engineer
272544,Yefim,Malinowski,87832,Senior Staff
272545,Kasturi,Rando,40000,Senior Staff
272550,Katsuyuki,Cmelik,59928,Technique Leader
272552,Tetsurou,Azadmanesh,40000,Engineer
272555,Atreye,Birnbaum,48682,Assistant Engineer
272566,Tonia,Kavraki,51857,Senior Staff
272567,Adas,Klerer,51744,Engineer
272575,Iara,Pfau,40000,Engineer
272577,Mark,Glinert,40000,Senior Engineer
272615,Debatosh,Heyers,63848,Staff
272625,Hitomi,Roccetti,58828,Staff
272626,Sashi,Pena,51895,Engineer
272627,Naraig,Chvatal,70603,Engineer
272631,Jianhua,Liesche,61717,Senior Engineer
272637,Remzi,Greibach,64772,Staff
272639,Marsha,Boudaillier,40000,Senior Engineer
272648,Jungsoon,Belinskaya,44517,Engineer
272653,Mack,Bernardinello,40000,Technique Leader
272654,Piyush,Uehara,48448,Senior Engineer
272657,Vincent,Rusmann,52238,Senior Engineer
272670,Shigeichiro,Schmittgen,81797,Staff
272676,Danny,Hebden,40000,Staff
272681,Jaewon,Matheson,59272,Staff
272683,Monique,Cyne,46759,Staff
272685,Emdad,Trachtenberg,97175,Senior Staff
272691,Nectarios,Usery,55747,Senior Staff
272693,Shichao,Douceur,40000,Engineer
272699,Elrique,Uchoa,40000,Senior Engineer
272704,Noritoshi,Laurillard,40000,Senior Engineer
272708,Juyoung,Huhdanpaa,43553,Technique Leader
272712,Utpal,Heering,40000,Engineer
272720,Yuguang,Carrere,49915,Engineer
272726,Marsha,Eppinger,82979,Senior Staff
272727,Adam,Shiratori,40000,Technique Leader
272731,Paraskevi,Kandlur,47501,Engineer
272754,Sanjit,Ruther,40000,Engineer
272763,Heekeun,Zambonelli,57264,Senior Engineer
272766,Bodh,Kilgore,46713,Engineer
272780,Neven,Lemarechal,62172,Staff
272781,Kwan,Shinomoto,62003,Senior Engineer
272786,Vesna,Loncour,50754,Senior Engineer
272806,Tomokazu,Marrakchi,55607,Staff
272816,Gita,Litvinov,71392,Senior Staff
272818,Mong,Eiron,40685,Technique Leader
272820,Kwan,Wuwongse,55897,Assistant Engineer
272825,Kensyu,Bahl,78597,Senior Staff
272826,Odoardo,Ranze,49000,Senior Engineer
272832,Nahid,Zizka,47461,Engineer
272833,Goo,Maierhofer,53415,Senior Staff
272837,Leaf,Thombley,50261,Engineer
272848,Kazuhira,Silva,70300,Senior Staff
272855,Rosalyn,Ecklund,74210,Senior Staff
272861,Gonzalo,Angelopoulos,40000,Senior Engineer
272863,Mang,Hockney,41762,Senior Engineer
272873,Vitaly,Thibadeau,40000,Senior Engineer
272876,Aamer,Standera,40000,Staff
272887,Baziley,Acton,40000,Engineer
272895,Berna,Hertweck,40000,Engineer
272897,Gila,Erde,40000,Senior Staff
272902,Junsik,Shumilov,40000,Staff
272903,Sergi,Mundy,40000,Senior Engineer
272904,Seongbin,Basawa,66270,Engineer
272930,Sasan,Hoogerwoord,63077,Senior Staff
272943,Temple,Gewali,81125,Senior Staff
272945,Tran,Mayerwieser,40000,Senior Engineer
272947,Kirk,Basawa,66630,Senior Staff
272958,Marc,Chepyzhov,43326,Engineer
272961,Prodip,Danner,40000,Senior Staff
272974,Waiman,Klerer,62812,Senior Staff
272975,Sungwon,Armand,60410,Technique Leader
272976,Augustine,Hiraishi,50778,Staff
272984,Marc,Isard,40000,Engineer
272991,Heejo,Gerlach,53226,Senior Engineer
272995,Yuping,Lampe,47434,Senior Staff
273002,Guiseppe,Middleton,40000,Senior Engineer
273003,Pantung,Rotem,47216,Senior Staff
273007,Yuqun,Ghemri,40000,Senior Engineer
273013,Taisook,Rodiger,47310,Senior Staff
273015,Parviz,Blokdijk,59446,Senior Staff
273032,Jongsuk,Miyakawa,49815,Senior Engineer
273037,Hongzue,Bernini,40000,Senior Staff
273040,Tayeb,Nanard,40000,Staff
273049,Luisa,Poupard,46668,Senior Staff
273060,Kitty,Riefers,40675,Engineer
273067,Matk,Barinka,62261,Senior Staff
273068,Arfst,Ramaiah,57131,Staff
273083,Kazuhito,Vitiello,40000,Engineer
273092,Snehasis,Hoogerwoord,49004,Senior Engineer
273108,Zhiguo,Murtafg,62487,Engineer
273126,Shaz,Rissland,55190,Engineer
273129,Sumant,Whitcomb,58050,Staff
273132,Dmitry,Munro,40538,Engineer
273136,Itzchak,Sidje,56525,Staff
273138,Mizuhito,Rebaine,56094,Staff
273144,Vasilii,Leivant,60831,Staff
273146,Arnd,Kaelbling,49576,Senior Engineer
273157,Maik,Valtorta,40000,Staff
273173,Maha,Farris,55416,Senior Staff
273177,Shao,Eickenmeyer,40000,Engineer
273181,Etsuo,Isard,40000,Senior Engineer
273198,Martijn,Conti,57559,Engineer
273201,Feipei,Molenkamp,49745,Senior Engineer
273208,Uta,Delgrange,40000,Engineer
273213,Masako,Sommen,40691,Senior Staff
273225,Jeong,Zolotykh,42984,Senior Staff
273234,Moto,Pettis,53644,Engineer
273240,Cordelia,Brendel,40000,Senior Staff
273255,Neven,Haumacher,40000,Staff
273276,Maya,Makrucki,40000,Assistant Engineer
273277,Renny,Douceur,82871,Senior Staff
273289,Zhiwei,Gulik,42364,Engineer
273292,Rance,Conde,56787,Senior Staff
273293,Koldo,Gornas,53784,Senior Engineer
273298,Gennady,Claffy,40000,Senior Engineer
273299,Takushi,Kalorkoti,45419,Staff
273304,Conrado,Melichar,40000,Engineer
273306,Ziyad,Otillio,40000,Technique Leader
273318,Baoqiu,Marrakchi,53519,Staff
273322,Jaana,Lagarias,40000,Senior Staff
273326,Aksel,Gulik,61869,Senior Staff
273329,Fumiyo,Scharstein,65915,Staff
273333,Jungsoon,Luff,40000,Senior Staff
273344,Christ,Heiserman,48887,Technique Leader
273352,Sanjay,Molenkamp,46004,Senior Engineer
273360,Kellie,Bade,43634,Senior Engineer
273367,Shalesh,Munawer,47424,Senior Engineer
273398,Masamitsu,Bolsens,40000,Engineer
273400,Berni,Hegner,53129,Senior Engineer
273406,Hitofumi,Randt,40303,Engineer
273409,Nectarios,Camarinopoulos,40000,Senior Staff
273422,Roded,Encarnacion,40000,Senior Engineer
273425,Martina,Bottner,47163,Senior Engineer
273427,Arvind,Melski,48935,Engineer
273429,Abdulah,Lovengreen,64049,Engineer
273444,Toshimori,Zallocco,74820,Staff
273448,DAIDA,Fairtlough,40000,Senior Engineer
273477,Shaowen,Validov,63003,Engineer
273497,Mantis,Birdsall,59908,Senior Staff
273532,Sivanarayana,Bonifati,77316,Staff
273547,Mohammed,Melichar,54518,Senior Engineer
273561,Susanne,McAffer,54411,Engineer
273563,Shaz,Ohori,50179,Engineer
273565,DeForest,Billawala,47334,Engineer
273568,Mizuhito,Kilgore,70246,Staff
273575,Neelam,Colorni,46574,Senior Staff
273578,Giao,Saoudi,42340,Senior Staff
273593,Ranga,Tyugu,40000,Senior Engineer
273596,Wuxu,Schwartzburd,40000,Senior Engineer
273597,Takahira,Penttonen,44832,Senior Engineer
273601,Anwar,Seiwald,40000,Senior Engineer
273617,Theron,Nyanchama,76704,Senior Staff
273631,Richara,Perfilyeva,69661,Staff
273638,Chikara,Farrar,40000,Engineer
273657,Jouko,Hashii,40000,Technique Leader
273658,Jaana,Lipner,74405,Senior Staff
273659,Toshimo,Smailagic,66263,Senior Staff
273663,Bartek,Ananiadou,88441,Staff
273678,Gro,Cronau,40000,Senior Staff
273687,Bouchung,Beidas,40000,Engineer
273711,Kensyu,Rodier,40725,Senior Staff
273712,Mart,Miara,45703,Staff
273718,Padma,Nitto,66725,Senior Engineer
273721,Kazuhisa,Wegerle,61132,Staff
273723,Basem,Llado,40000,Engineer
273740,Youpyo,Cannata,55400,Senior Staff
273742,Rildo,Armand,40000,Engineer
273749,Youssef,Standera,49766,Senior Engineer
273754,Kristin,Chartres,60621,Staff
273758,DAIDA,Peltason,84537,Senior Staff
273762,Masoud,Schaap,40000,Engineer
273771,Sudhanshu,Perri,59003,Senior Engineer
273773,Fan,Seuren,40000,Senior Staff
273778,Maik,Landherr,55474,Senior Staff
273783,Geoffrey,Vesna,57932,Senior Engineer
273792,Berna,McClurg,45830,Senior Staff
273795,Jianhao,Lorho,43773,Senior Engineer
273798,Katsuo,Gyimothy,41894,Engineer
273799,Mandell,Schaar,59219,Staff
273822,Mana,Roison,45872,Engineer
273823,Kolar,Salinas,57549,Senior Staff
273831,Kousuke,Farrar,65524,Staff
273843,Arvin,Beetstra,41529,Engineer
273848,Yolla,Brodal,43381,Engineer
273856,Sukumar,Macedo,44917,Senior Engineer
273864,Isaac,Perelgut,46861,Staff
273867,Arch,Leaver,55186,Senior Engineer
273878,Subhada,Cannard,72720,Senior Staff
273881,Stamatina,Klerer,40000,Technique Leader
273883,Sanjit,Rothe,43792,Engineer
273894,Shalesh,Giaccio,79985,Senior Staff
273900,Jianhui,Waleschkowski,60881,Senior Engineer
273902,Mabhin,Feldmann,57098,Senior Engineer
273918,Mario,Samarati,55037,Staff
273925,Bilhanan,Cheshire,53991,Senior Staff
273931,Shahid,Zykh,60377,Staff
273933,Sreenivas,Parfitt,92626,Staff
273935,Heng,Gils,40000,Engineer
273941,Wonhee,Janocha,40000,Senior Engineer
273942,Ayakannu,Boissier,44907,Senior Engineer
273945,Aruna,Rijckaert,40000,Staff
273952,Nahla,Braccini,40000,Technique Leader
273958,Jiafu,Klerer,49260,Technique Leader
273964,Nathan,Ratnaker,50294,Technique Leader
273972,Danae,Conta,40000,Senior Engineer
273981,Gunilla,Bratsberg,49977,Senior Engineer
273983,Manohar,Matzen,50723,Engineer
273987,Emran,Halloran,46484,Senior Engineer
273995,Hilary,Litvinov,59837,Engineer
273997,Yechiam,Braunschweig,70325,Senior Staff
274011,Breannda,Mawatari,48022,Senior Staff
274017,Mona,Fortenbacher,56347,Senior Staff
274020,Xianlong,Kusalik,65294,Senior Engineer
274044,Yuchang,Erni,55056,Assistant Engineer
274052,Monique,Hempstead,65076,Senior Engineer
274066,Navin,Aloisi,65483,Senior Staff
274084,Bernice,Luon,43272,Senior Engineer
274087,Mari,Olano,48955,Engineer
274090,Franziska,Peng,47080,Senior Staff
274099,Stevo,Perko,40000,Technique Leader
274106,Leon,Herber,63643,Staff
274118,Kinh,Srimani,40000,Staff
274119,Hugo,Narwekar,52843,Engineer
274135,Amabile,Luit,40856,Senior Engineer
274152,KayLiang,Krupka,40000,Engineer
274168,Kensyu,Clouatre,40000,Engineer
274181,Yechezkel,Fortenbacher,62131,Senior Staff
274197,Geoffrey,Randi,91290,Senior Staff
274202,Guoxiang,Christ,40000,Senior Engineer
274214,Tomoyuki,Conti,63292,Senior Engineer
274220,Apostol,Karcich,43525,Senior Engineer
274238,Geraldo,Kumaresan,50234,Engineer
274239,Juyoung,Borovoy,64835,Senior Staff
274251,Heon,Kadhim,82935,Staff
274254,Sushant,Saoudi,40000,Senior Engineer
274260,Constantine,Wuwongse,55076,Staff
274269,Macha,Nitto,54497,Senior Engineer
274272,Persi,Conia,67916,Staff
274278,Horward,Oberman,40000,Engineer
274282,Saeko,Bernatsky,65903,Staff
274283,Takahira,Sherertz,49547,Staff
274290,Tsuneo,Birke,46369,Senior Engineer
274319,Sanjay,Gammage,43377,Senior Engineer
274342,Mihalis,Baca,84500,Senior Staff
274346,Sadun,Plessier,40000,Engineer
274348,Cheong,Siksek,45518,Senior Engineer
274349,Lubomir,Wilfing,40000,Senior Staff
274355,Mara,Pfau,40000,Engineer
274360,Shuzo,Oskamp,40000,Senior Engineer
274364,Reuven,Kavraki,40000,Assistant Engineer
274371,Genki,Delaune,112020,Senior Staff
274372,Herbert,Atrawala,54544,Engineer
274380,Christoper,Motley,74247,Staff
274390,Marsja,Salinas,48190,Staff
274392,Matt,Schrooten,40000,Staff
274397,Rimli,Wendorf,75155,Senior Staff
274401,Inderjeet,Demos,44481,Senior Staff
274413,Stamatina,Valtorta,40000,Engineer
274427,Guther,Akaboshi,67320,Senior Staff
274428,Lenore,Savasere,51882,Staff
274436,Brewster,Zockler,86796,Senior Staff
274440,Mahmut,Valette,55196,Assistant Engineer
